speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
79.8509279531162,0.337848345144014,7.5,0,3.86215847599821,1,3,2541.73397884265,132.283252644669,47.2171218198455,-3.9334478940058,236.006873640348,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.09455400582975E-16,-3.88447920255696E-15,7.32108172410498,-0.014170072910187,0,3017.54655210599,
80.0065770166295,0.349119347536478,7.75,0,3.83602535696655,1,3,2546.6884424118,131.663944698525,47.0876732053069,-3.94879735073406,236.927841044044,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,6.98184668609916E-17,-1.29737755310956E-15,7.56491212838446,-0.0146586961139866,0,3017.53120264927,
80.1608739590374,0.360368422719546,8,0,3.81011426116772,1,3,2551.59986662944,131.05001667132,46.9584985230554,-3.96404296932439,237.842578159463,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.32728222869972E-17,-4.33302153497206E-16,7.80874253266395,-0.0151473193177862,0,3017.51595703068,
80.3138354766444,0.371595845220702,8.25,0,3.78442251033333,1,3,2556.46878295544,130.44140213057,46.8296059223619,-3.97918563201475,238.751137920885,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,7.75760742899907E-18,-1.44712599921418E-16,8.05257293694343,-0.0156359425215857,0,3017.50081436799,
80.4654779644287,0.382801884561977,8.5,0,3.75894747382006,1,3,2561.29571325816,129.83803584273,46.7010032535613,-3.99422621038823,239.653572623294,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.58586914299969E-18,-4.83295792883753E-17,8.29640334122291,-0.0161245657253853,0,3017.48577378961,
80.6158175235107,0.393986805384766,8.75,0,3.73368656743551,1,3,2566.08117005219,129.239853743476,46.5726980775979,-4.00916556556303,240.549933933782,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,8.61956380999897E-19,-1.61402771771487E-17,8.54023374550239,-0.0166131889291848,0,3017.47083443444,
80.7648699683854,0.40515086757067,9,0,3.70863725230134,1,3,2570.82565672854,128.646792908932,46.4446976752296,-4.02400454837782,241.440272902669,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.87318793666632E-19,-5.39014441392744E-18,8.78406414978187,-0.0171018121329844,0,3017.45599545162,
80.9126508339279,0.416294326358536,9.25,0,3.68379703375198,1,3,2575.52966777764,128.058791527795,46.3170090559075,-4.03874399957255,242.324639974353,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,9.57729312222107E-20,-1.80003679209608E-18,9.02789455406135,-0.0175904353367839,0,3017.44125600043,
81.0591753821794,0.427417432457818,9.5,0,3.65916346026785,1,3,2580.19368900534,127.475788874332,46.1896389663419,-4.05338474996475,243.203084997885,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,3.19243104074036E-20,-6.01110146462215E-19,9.27172495834084,-0.0180790585405835,0,3017.42661525004,
81.2044586089231,0.438520432158428,9.75,0,3.63473412244155,1,3,2584.81819774227,126.897725282217,46.0625938987688,-4.06792762062165,244.075657237299,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.06414368024679E-20,-2.00732898518332E-19,9.51555536262032,-0.018567681744383,0,3017.41207237938,
81.3485152500583,0.449603567437174,10,0,3.61050665197594,1,3,2589.40366304664,126.32454211917,45.9358800989283,-4.08237342302815,244.942405381689,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,3.54714560082262E-21,-6.70308914128786E-20,9.7593857668998,-0.0190563049481826,0,3017.39762657697,
81.4913597877784,0.460667076060945,10.25,0,3.58647872071278,1,3,2593.95054590101,125.756181762374,45.8095035737671,-4.09672295925068,245.803377555041,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.18238186694087E-21,-2.23832680525844E-20,10.0032161711793,-0.0195449281519821,0,3017.38327704075,
81.6330064565622,0.471711191686746,10.5,0,3.56264803969091,1,3,2598.4592994029,125.192587574638,45.6834700988751,-4.11097702209732,246.658621325839,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,3.94127288980291E-22,-7.4741907068719E-21,10.2470465754588,-0.0200335513557817,0,3017.3690229779,
81.773469248984,0.482736143958704,10.75,0,3.53901235823278,1,3,2602.93036894978,124.816851940639,45.6247319639337,-4.12513639527401,247.50818371644,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.3137576299343E-22,-2.49572739907884E-21,10.4908769797382,-0.0205221745595812,0,3017.35486360473,
81.9130305108574,0.493742158602153,11,0,3.52234831980098,1,3,2607.37274188804,124.539203631998,45.6009358978328,-4.13922899822098,248.353739893258,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,4.37919209978101E-23,-8.33340567257828E-22,10.7347073840177,-0.0210107977633808,0,3017.34077100178,
82.0518389758698,0.50472942148801,11.25,0,3.5093277869528,1,3,2611.79115255798,124.263052965126,45.5769245648574,-4.15326942231327,249.196165338796,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.459730699927E-23,-2.78254271377771E-22,10.9785377882972,-0.0214994209671803,0,3017.32673057769,
82.1899010615245,0.515698097037923,11.5,0,3.49637284592958,1,3,2616.18580523509,123.988387172807,45.5527024067934,-4.16725793154653,250.035475892791,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,4.86576899975668E-24,-9.29085988193725E-23,11.2223681925767,-0.0219880441709799,0,3017.31274206845,
82.3272231009238,0.526648347474729,11.75,0,3.48348297277648,1,3,2620.55690150826,123.715193655734,45.5282737876147,-4.18119478778987,250.871687267392,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.62192299991889E-24,-3.10216429029896E-23,11.4661985968562,-0.0224766673747794,0,3017.29880521221,
82.4638113443139,0.537580332863046,12,0,3.47065765016755,1,3,2624.90464032902,123.443459979437,45.5036429950756,-4.19508025081309,251.704815048785,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,5.40640999972964E-25,-1.03578245147168E-23,11.7100290011357,-0.022965290578579,0,3017.28491974919,
